edgeID,from,to,networkCanvasEgoUUID,networkCanvasUUID,networkCanvasSourceUUID,networkCanvasTargetUUID
4,7,9,1f225cfc-e228-4201-8728-6858f1ce7738,91154fc6-b823-4a97-ade1-b70a0f746c76,7d384d81-f9fd-4b55-84a4-2820ff3c84b1,6126b537-8b91-41ec-a95f-f1887254aa6f
