edgeID,from,to,networkCanvasEgoUUID,networkCanvasUUID,networkCanvasSourceUUID,networkCanvasTargetUUID
3,9,8,1f225cfc-e228-4201-8728-6858f1ce7738,72255cdc-4eaf-4047-8add-5cc32292b3bb,6126b537-8b91-41ec-a95f-f1887254aa6f,b06ab607-2c81-4ea6-8ced-e8a8af13bf73
